label,ipc,cpi,branch_rate_pct,ideal_cpi,mem_cpi,branch_cpi,other_cpi,zero_issue_pct,partial_issue_pct,full_issue_pct,sq_full,lq_full,iq_full,rob_full,l1d_miss_rate_pct,l2_miss_rate_pct,l1d_lat_kticks,l2_lat_kticks,read_bw_gbs,write_bw_gbs,mem_share_pct,int_share_pct,vector_share_pct,other_share_pct
roi_baseline_ef50,0.921717,1.084932,1.807672113088342,0.25,0.36044146769245144,0.03348364282380166,0.4410068894837469,33.222496145525426,39.197103788318586,26.410049494894555,3055713.0,2636.0,3587.0,133359.0,2.1097,91.58380000000001,16.367419614,78.394836815,1.6148693333333333,1.502656,19.68988490529652,52.11389868120151,27.519014119997536,0.6772022935044303
roi_hybrid_ef50,1.06181,0.941788,2.3748003652395244,0.25,0.30660619325586824,0.04407801621956088,0.34110379052457085,32.55575251886722,23.04236536533981,43.06010316338865,2942117.0,1687.0,3523.0,6830.0,2.2864,82.18990000000001,17.577014205,76.33913233599999,1.8081066666666668,1.521408,15.606226924067771,73.1489752833745,3.267983398356807,7.976814394200922
roi_hybrid_deep_ef50,1.096253,0.912198,2.3440351851038717,0.25,0.2976294213314211,0.04345861759547289,0.32110996107310597,32.627713810951484,17.07041062225483,48.90581762036006,2945767.0,1444.0,3159.0,9114.0,2.2143,82.17790000000001,17.506452666,79.343164629,1.8088746666666669,1.5217706666666668,15.544902309217298,73.38891288438215,3.176810231711053,7.889374574689495
